# RNAseq_stressmatched_transcriptcounts.txt - counts to transcripts from multiBamCov
# Run from process_RNAseq.Rmd
# RNA_stressmatched_StefanBresson2020, date 26-09-2020
seqname	source	feature	start	end	score	strand	frame	attributes	RNA_A_30	RNA_B_30	RNA_C_GE	RNA_D_GE	RNA_E_42	RNA_F_42
chrVIII	SGD	primary_transcript	375679	377364	.	+	.	ypd=5;ID=YHR137W_id040	3390	2120	5206	3271	18645	18009
chrVIII	SGD	primary_transcript	377233	377771	.	-	.	ypd=11;ID=YHR138C_id066	915	638	1776	1215	3262	2902
chrVIII	yeastutrgff	primary_transcript	378094	379224	.	-	.	ID=YHR139C_tx0	66	41	286	181	857	627
chrVIII	SGD	primary_transcript	381868	382774	.	-	.	ypd=408;ID=YHR141C_id212	48015	31888	21872	14926	3341	2854
chrVIII	SGD	primary_transcript	383405	384565	.	+	.	ypd=188;ID=YHR142W_id113	3439	2214	1968	1313	1191	1099
chrVIII	SGD	primary_transcript	385242	386730	.	+	.	ypd=34;ID=YHR143W_id034	25185	16506	14162	9563	6549	7838
chrVIII	SGD	primary_transcript	387203	387711	.	+	.	ypd=732;ID=YHR143W-A_id183	4976	3340	1224	824	591	592
chrVIII	SGD	primary_transcript	387708	388758	.	-	.	ypd=7;ID=YHR144C_id025	1762	1125	737	497	138	131
chrVIII	SGD	primary_transcript	390261	391752	.	+	.	ypd=3;ID=YHR146W_id001	11151	7371	6770	4382	5530	5115
chrVIII	SGD	primary_transcript	392506	393318	.	-	.	ypd=25;ID=YHR147C_id061	2064	1421	1912	1366	1156	1182
chrVIII	SGD	primary_transcript	393511	394428	.	+	.	ypd=19;ID=YHR148W_id034	2342	1601	862	585	192	155
chrVIII	SGD	primary_transcript	394294	396805	.	-	.	ypd=4;ID=YHR149C_id005	4093	2660	1183	810	429	380
chrVIII	SGD	primary_transcript	397189	399131	.	+	.	ypd=6;ID=YHR150W_id020	1519	1034	1649	1148	615	640
chrVIII	SGD	primary_transcript	399110	401016	.	-	.	ypd=5;ID=YHR151C_id003	1883	1179	1237	828	706	707
chrVIII	SGD	primary_transcript	401384	402071	.	+	.	ypd=6;ID=YHR152W_id032	2832	1959	1398	1084	1391	1519
chrVIII	SGD	primary_transcript	401975	402699	.	-	.	ypd=3;ID=YHR153C_id013	390	283	149	96	100	107
chrVIII	SGD	primary_transcript	402914	406260	.	+	.	ypd=1;ID=YHR154W_id001	6507	4228	2499	1712	872	869
chrVIII	yeastutrgff	primary_transcript	407078	410914	.	+	.	ID=YHR155W_tx0	3461	2198	2719	1940	1308	1639
chrVIII	SGD	primary_transcript	411357	412444	.	-	.	ypd=5;ID=YHR156C_id032	566	348	791	505	1638	1118
chrVIII	yeastutrgff	primary_transcript	412882	413580	.	+	.	ID=YHR157W_tx0	149	114	207	131	286	223
chrVIII	yeastutrgff	primary_transcript	413560	417204	.	-	.	ID=YHR158C_tx0	5568	3588	5584	3413	3246	3405
chrVIII	yeastutrgff	primary_transcript	419096	420097	.	-	.	ID=YHR160C_tx0	79	54	329	257	300	370
chrVIII	SGD	primary_transcript	420223	422528	.	-	.	ypd=6;ID=YHR161C_id001	6738	4655	11928	8227	8536	8533
chrVIII	SGD	primary_transcript	422895	423577	.	+	.	ypd=195;ID=YHR162W_id114	21980	14596	28097	19525	10389	9362
chrVIII	SGD	primary_transcript	423693	424611	.	+	.	ypd=112;ID=YHR163W_id070	6805	4632	3027	2018	3617	3631
chrVIII	yeastutrgff	primary_transcript	424485	429203	.	-	.	ID=YHR164C_tx0	3066	1974	2296	1400	1992	2144
chrVIII	yeastutrgff	primary_transcript	429582	436973	.	-	.	ID=YHR165C_tx0	8113	5172	5106	3399	4249	3799
chrVIII	SGD	primary_transcript	437013	439152	.	-	.	ypd=1;ID=YHR166C_id001	1755	1170	1590	1123	647	710
chrVIII	SGD	primary_transcript	439278	440643	.	+	.	ypd=8;ID=YHR167W_id001	1213	830	897	588	390	423
chrVIII	SGD	primary_transcript	440343	442129	.	+	.	ypd=3;ID=YHR168W_id011	1333	822	1428	1030	804	785
chrVIII	SGD	primary_transcript	442132	443560	.	+	.	ypd=10;ID=YHR169W_id055	2615	1688	764	527	264	253
chrVIII	SGD	primary_transcript	443780	445483	.	+	.	ypd=7;ID=YHR170W_id054	9901	6668	4148	2936	675	579
chrVIII	SGD	primary_transcript	445704	447721	.	+	.	ypd=3;ID=YHR171W_id004	1169	792	2978	2113	2285	2005
chrVIII	yeastutrgff	primary_transcript	448310	450931	.	+	.	ID=YHR172W_tx0	2267	1500	1595	1136	453	456
chrVIII	SGD	primary_transcript	451297	452773	.	+	.	ypd=12110;ID=YHR174W_id259	459018	285370	256299	155640	356808	311981
chrVIII	SGD	primary_transcript	452872	453697	.	+	.	ypd=1;ID=YHR175W_id003	2555	1648	1850	1077	616	574
chrVIII	SGD	primary_transcript	454150	455592	.	+	.	ypd=2;ID=YHR176W_id006	541	323	547	383	310	314
chrVIII	yeastutrgff	primary_transcript	456566	458077	.	+	.	ID=YHR177W_tx0	354	226	362	267	248	258
chrVIII	yeastutrgff	primary_transcript	459274	461655	.	+	.	ID=YHR178W_tx0	1696	1178	1456	1044	1107	1094
chrVIII	SGD	primary_transcript	462461	463807	.	+	.	ypd=360;ID=YHR179W_id154	22405	14496	12440	7964	20028	16027
chrVIII	SGD	primary_transcript	467195	467993	.	+	.	ypd=258;ID=YHR181W_id375	3343	2186	2294	1463	1333	1276
chrVIII	SGD	primary_transcript	468192	470632	.	+	.	ypd=1;ID=YHR182W_id004	1718	1076	1670	1073	749	776
chrVIII	SGD	primary_transcript	470883	472548	.	+	.	ypd=244;ID=YHR183W_id126	33264	21621	13281	9673	14052	13325
chrVIII	yeastutrgff	primary_transcript	472719	474584	.	+	.	ID=YHR184W_tx0	182	97	138	113	129	121
chrVIII	yeastutrgff	primary_transcript	474502	475365	.	-	.	ID=YHR185C_tx0	20	13	13	11	29	13
chrVIII	yeastutrgff	primary_transcript	475874	480697	.	-	.	ID=YHR186C_tx0	4059	2685	2553	1615	1354	1368
chrVIII	SGD	primary_transcript	480955	482029	.	+	.	ypd=19;ID=YHR187W_id013	1894	1273	980	614	353	363
chrVIII	SGD	primary_transcript	481932	483880	.	-	.	ypd=6;ID=YHR188C_id019	8052	5031	5360	3190	3280	3079
chrVIII	yeastutrgff	primary_transcript	484003	484725	.	+	.	ID=YHR189W_tx0	432	283	747	450	490	553
chrVIII	SGD	primary_transcript	484796	486283	.	+	.	ypd=23;ID=YHR190W_id029	12012	7659	8121	5439	8733	8618
chrVIII	SGD	primary_transcript	486131	486667	.	-	.	ypd=29;ID=YHR191C_id216	861	566	523	356	372	391
chrVIII	SGD	primary_transcript	486791	487739	.	+	.	ypd=63;ID=YHR192W_id079	2181	1439	1577	1064	1002	928
chrVIII	SGD	primary_transcript	487648	488268	.	-	.	ypd=2096;ID=YHR193C_id173	35569	23167	14426	9537	9263	8173
chrVIII	SGD	primary_transcript	488604	490478	.	+	.	ypd=2;ID=YHR194W_id011	1768	1188	2473	1673	1295	1350
chrVIII	SGD	primary_transcript	490573	491881	.	+	.	ypd=13;ID=YHR195W_id047	2795	1786	5639	3860	4840	4357
chrVIII	SGD	primary_transcript	491877	493709	.	+	.	ypd=11;ID=YHR196W_id020	6530	4403	2747	1856	604	526
chrVIII	SGD	primary_transcript	493879	496330	.	+	.	ypd=3;ID=YHR197W_id003	4413	2985	1987	1409	335	250
chrVIII	SGD	primary_transcript	496194	497280	.	-	.	ypd=6;ID=YHR198C_id020	2143	1343	3850	2735	2754	2572
chrVIII	SGD	primary_transcript	497399	498436	.	-	.	ypd=13;ID=YHR199C_id120	2767	1791	2735	1755	3396	3138
chrVIII	yeastutrgff	primary_transcript	498446	498884	.	-	.	ID=YHR199C-A_tx0	507	328	641	397	383	375
chrVIII	SGD	primary_transcript	499055	499955	.	+	.	ypd=397;ID=YHR200W_id299	5882	3910	4073	2584	4117	4259
chrVIII	SGD	primary_transcript	499865	501166	.	-	.	ypd=33;ID=YHR201C_id075	5444	3558	3284	2327	1703	1740
chrVIII	SGD	primary_transcript	504342	505569	.	-	.	ypd=673;ID=YHR203C_id293	66535	43227	23989	15687	4377	3586
chrVIII	SGD	primary_transcript	506272	508800	.	+	.	ypd=21;ID=YHR204W_id002	3988	2467	2052	1314	685	643
chrVIII	SGD	primary_transcript	508933	512048	.	+	.	ypd=3;ID=YHR205W_id008	6818	4337	2451	1583	1905	2270
chrVIII	yeastutrgff	primary_transcript	512707	514725	.	+	.	ID=YHR206W_tx0	5054	3261	2130	1405	1386	1450
chrVIII	yeastutrgff	primary_transcript	514780	516510	.	-	.	ID=YHR207C_tx0	2710	1885	3183	2195	1993	1754
chrVIII	SGD	primary_transcript	517511	518865	.	+	.	ypd=21;ID=YHR208W_id083	31518	20878	10744	6930	1648	1421
chrVIII	SGD	primary_transcript	519404	520401	.	+	.	ypd=8;ID=YHR209W_id037	614	405	654	500	1835	1942
chrVIII	yeastutrgff	primary_transcript	525367	528744	.	+	.	ID=YHR211W_tx0	1530	1002	1514	942	721	738
chrVIII	yeastutrgff	primary_transcript	552074	553627	.	+	.	ID=YHR215W_tx0	1312	849	1025	679	522	548
chrVIII	SGD	primary_transcript	554290	556152	.	+	.	ypd=12;ID=YHR216W_id006	6169	4016	3209	1963	1017	796
chrIX	SGD	primary_transcript	350435	353643	.	-	.	ypd=1;ID=YIL002C_id001	4286	2918	3162	2049	2047	2257
chrIX	SGD	primary_transcript	349074	350088	.	+	.	ypd=14;ID=YIL003W_id066	1600	1076	1090	736	386	431
chrIX	SGD	primary_transcript	347773	348516	.	-	.	ypd=6;ID=YIL004C_id032	1864	1199	872	623	599	565
chrIX	SGD	primary_transcript	345566	347982	.	+	.	ypd=2;ID=YIL005W_id009	5271	3425	3341	2202	2030	2075
chrIX	SGD	primary_transcript	343885	345396	.	+	.	ypd=1;ID=YIL006W_id004	611	355	553	316	635	620
chrIX	SGD	primary_transcript	342834	343700	.	-	.	ypd=8;ID=YIL007C_id026	1178	756	2129	1307	2132	1825
chrIX	SGD	primary_transcript	342490	342983	.	+	.	ypd=69;ID=YIL008W_id178	3090	1871	702	504	435	428
chrIX	SGD	primary_transcript	335572	336264	.	-	.	ypd=5;ID=YIL009C-A_id008	1355	884	1246	818	634	587
chrIX	SGD	primary_transcript	339336	341648	.	+	.	ypd=24;ID=YIL009W_id036	5631	3557	1499	959	957	966
chrIX	SGD	primary_transcript	334843	335708	.	+	.	ypd=23;ID=YIL010W_id067	2954	1915	2127	1360	1684	1739
chrIX	SGD	primary_transcript	333695	334642	.	+	.	ypd=75;ID=YIL011W_id071	693	420	173	94	66	48
chrIX	yeastutrgff	primary_transcript	328082	332467	.	-	.	ID=YIL013C_tx0	588	363	643	421	1312	1003
chrIX	SGD	primary_transcript	325926	328123	.	+	.	ypd=3;ID=YIL014W_id006	4030	2684	4033	2789	1510	1594
chrIX	yeastutrgff	primary_transcript	322317	324230	.	+	.	ID=YIL015W_tx0	14125	9284	5150	3843	719	817
chrIX	SGD	primary_transcript	321429	321992	.	+	.	ypd=23;ID=YIL016W_id120	2196	1475	1253	875	608	512
chrIX	yeastutrgff	primary_transcript	318075	320990	.	-	.	ID=YIL017C_tx0	3009	2028	5166	3541	4151	4093
chrIX	SGD	primary_transcript	316744	318019	.	+	.	ypd=1192;ID=YIL018W_id297	99420	65348	43075	29822	6467	5207
chrIX	SGD	primary_transcript	315078	316306	.	+	.	ypd=7;ID=YIL019W_id025	2402	1615	787	560	193	216
chrIX	SGD	primary_transcript	313898	314841	.	-	.	ypd=26;ID=YIL020C_id026	2269	1499	1035	750	751	621
chrIX	SGD	primary_transcript	312843	313996	.	+	.	ypd=205;ID=YIL021W_id132	6167	4197	3412	2340	1574	1621
chrIX	SGD	primary_transcript	311056	312717	.	+	.	ypd=77;ID=YIL022W_id025	7491	4715	4874	2933	3344	3403
chrIX	SGD	primary_transcript	309255	310441	.	-	.	ypd=11;ID=YIL023C_id032	2248	1500	2124	1495	2412	2353
chrIX	SGD	primary_transcript	304331	307984	.	-	.	ypd=1;ID=YIL026C_id001	5296	3510	4009	2754	2091	1966
chrIX	SGD	primary_transcript	303588	304162	.	-	.	ypd=13;ID=YIL027C_id079	2670	1806	1751	1141	828	805
chrIX	SGD	primary_transcript	295971	300033	.	-	.	ypd=5;ID=YIL030C_id004	10028	6250	5039	3350	3484	3687
chrIX	SGD	primary_transcript	292463	295847	.	+	.	ypd=2;ID=YIL031W_id002	3058	1928	3328	2199	2705	2200
chrIX	SGD	primary_transcript	290240	291777	.	-	.	ypd=15;ID=YIL033C_id024	7282	4711	10026	6615	10622	10030
chrIX	SGD	primary_transcript	289154	290095	.	-	.	ypd=26;ID=YIL034C_id170	4487	3005	3397	2297	4224	4201
chrIX	SGD	primary_transcript	287439	289008	.	-	.	ypd=65;ID=YIL035C_id055	7058	4515	4266	3019	2901	2759
chrIX	SGD	primary_transcript	285516	287558	.	+	.	ypd=5;ID=YIL036W_id009	4488	2813	9178	5615	4975	5075
chrIX	yeastutrgff	primary_transcript	282904	285024	.	-	.	ID=YIL037C_tx0	90	76	111	72	91	61
chrIX	yeastutrgff	primary_transcript	280017	282677	.	-	.	ID=YIL038C_tx0	7079	4670	4035	2702	2195	2090
chrIX	SGD	primary_transcript	278414	279946	.	+	.	ypd=16;ID=YIL039W_id081	7120	4760	3894	2838	1727	1757
chrIX	SGD	primary_transcript	277714	278233	.	+	.	ypd=35;ID=YIL040W_id042	2094	1305	889	626	729	644
chrIX	SGD	primary_transcript	276503	277590	.	+	.	ypd=1056;ID=YIL041W_id299	10341	6697	5589	3578	6351	5920
chrIX	SGD	primary_transcript	275000	276311	.	-	.	ypd=15;ID=YIL042C_id030	1096	743	1755	1101	1202	1058
chrIX	SGD	primary_transcript	273967	274946	.	-	.	ypd=530;ID=YIL043C_id187	12479	8136	6674	4334	2587	2514
chrIX	SGD	primary_transcript	272779	273872	.	-	.	ypd=13;ID=YIL044C_id024	3173	2043	1943	1341	1245	1242
chrIX	SGD	primary_transcript	271075	272920	.	+	.	ypd=2;ID=YIL045W_id011	966	647	3692	2436	4648	3495
chrIX	SGD	primary_transcript	268606	270686	.	+	.	ypd=5;ID=YIL046W_id018	3173	2060	2181	1412	1337	1229
chrIX	yeastutrgff	primary_transcript	264990	267848	.	-	.	ID=YIL047C_tx0	9544	6289	3898	2869	3597	3134
chrIX	SGD	primary_transcript	261189	265017	.	+	.	ypd=1;ID=YIL048W_id001	4503	2921	4675	3221	3267	3125
chrIX	SGD	primary_transcript	260152	260988	.	+	.	ypd=8;ID=YIL049W_id011	1015	725	583	388	334	328
chrIX	SGD	primary_transcript	258799	259895	.	+	.	ypd=5;ID=YIL050W_id021	1926	1294	3271	2168	1547	1458
chrIX	SGD	primary_transcript	257727	258309	.	-	.	ypd=1910;ID=YIL051C_id719	10964	6991	6338	4254	8485	7715
chrIX	SGD	primary_transcript	256178	257094	.	-	.	ypd=2211;ID=YIL052C_id1037	40713	27400	16223	11084	4634	3355
chrIX	SGD	primary_transcript	255087	256002	.	+	.	ypd=843;ID=YIL053W_id457	48307	30405	23717	14743	11549	10328
chrIX	SGD	primary_transcript	249767	252051	.	+	.	ypd=3;ID=YIL056W_id002	2223	1523	6556	4060	1748	1594
chrIX	yeastutrgff	primary_transcript	247777	248421	.	-	.	ID=YIL057C_tx0	26	18	1552	1116	64	57
chrIX	yeastutrgff	primary_transcript	246367	246951	.	+	.	ID=YIL060W_tx0	84	40	74	48	106	64
chrIX	SGD	primary_transcript	244615	245578	.	-	.	ypd=6;ID=YIL061C_id009	881	609	573	382	183	194
chrIX	SGD	primary_transcript	243851	244489	.	-	.	ypd=83;ID=YIL062C_id093	5633	3806	5217	3622	5192	5068
chrIX	SGD	primary_transcript	242720	243781	.	-	.	ypd=31;ID=YIL063C_id068	5330	3615	3753	2564	3719	3344
chrIX	yeastutrgff	primary_transcript	241918	242841	.	+	.	ID=YIL064W_tx0	2496	1623	945	600	316	289
chrIX	SGD	primary_transcript	241238	241814	.	-	.	ypd=44;ID=YIL065C_id164	1334	869	1166	769	1779	1824
chrIX	yeastutrgff	primary_transcript	237974	240733	.	-	.	ID=YIL066C_tx0	392	234	349	212	579	512
chrIX	SGD	primary_transcript	232945	235533	.	-	.	ypd=1;ID=YIL068C_id001	3732	2427	4374	3040	2431	2550
chrIX	SGD	primary_transcript	231366	232414	.	-	.	ypd=862;ID=YIL069C_id634	38592	25533	13295	9054	2432	1778
chrIX	SGD	primary_transcript	230166	231106	.	-	.	ypd=12;ID=YIL070C_id159	2346	1576	2064	1407	1003	1027
chrIX	SGD	primary_transcript	228404	230024	.	-	.	ypd=3;ID=YIL071C_id003	1233	753	1904	1285	1152	1101
chrIX	yeastutrgff	primary_transcript	226577	228544	.	+	.	ID=YIL072W_tx0	170	93	295	185	280	286
chrIX	yeastutrgff	primary_transcript	222812	225979	.	-	.	ID=YIL073C_tx0	515	325	595	439	479	508
chrIX	SGD	primary_transcript	221028	222624	.	-	.	ypd=14;ID=YIL074C_id030	7894	5197	4535	3068	1731	1838
chrIX	SGD	primary_transcript	217766	220762	.	-	.	ypd=1;ID=YIL075C_id006	26514	17481	21780	14840	23261	24318
chrIX	SGD	primary_transcript	216646	217711	.	+	.	ypd=38;ID=YIL076W_id102	9912	6590	7020	5041	4650	4584
chrIX	SGD	primary_transcript	212451	214776	.	+	.	ypd=183;ID=YIL078W_id059	54285	36092	23916	16674	7319	6095
chrIX	SGD	primary_transcript	210837	212035	.	-	.	ypd=10;ID=YIL079C_id082	2020	1255	269	205	165	133
chrIX	SGD	primary_transcript	203460	204758	.	-	.	ypd=26;ID=YIL083C_id039	2977	1944	2151	1529	664	623
chrIX	SGD	primary_transcript	202158	203301	.	-	.	ypd=5;ID=YIL084C_id020	1045	658	1456	964	552	587
chrIX	SGD	primary_transcript	200426	202094	.	-	.	ypd=8;ID=YIL085C_id039	4842	3196	3593	2409	1684	1615
chrIX	SGD	primary_transcript	199554	200193	.	-	.	ypd=22;ID=YIL087C_id038	704	469	1284	851	2087	2001
chrIX	SGD	primary_transcript	197832	199429	.	-	.	ypd=7;ID=YIL088C_id074	5502	3652	4894	3487	3784	3783
chrIX	SGD	primary_transcript	195513	196271	.	+	.	ypd=5;ID=YIL089W_id007	203	167	260	171	273	237
chrIX	SGD	primary_transcript	193457	195397	.	+	.	ypd=3;ID=YIL090W_id014	4967	3102	3104	1882	1381	1440
chrIX	SGD	primary_transcript	190976	193226	.	-	.	ypd=20;ID=YIL091C_id034	4543	2981	1532	1066	344	256
chrIX	SGD	primary_transcript	187853	188867	.	-	.	ypd=16;ID=YIL093C_id027	1713	1154	1673	1164	557	556
chrIX	SGD	primary_transcript	186436	187655	.	-	.	ypd=151;ID=YIL094C_id444	15407	10135	6714	4840	1638	1629
chrIX	SGD	primary_transcript	183768	186498	.	+	.	ypd=1;ID=YIL095W_id001	2357	1484	2510	1662	1849	1889
chrIX	SGD	primary_transcript	182020	183144	.	-	.	ypd=4;ID=YIL096C_id024	1727	1072	512	363	146	120
chrIX	SGD	primary_transcript	180418	182098	.	+	.	ypd=2;ID=YIL097W_id004	1074	693	2847	2054	3072	2719
chrIX	SGD	primary_transcript	179678	180260	.	-	.	ypd=26;ID=YIL098C_id135	934	611	1260	830	870	820
chrIX	yeastutrgff	primary_transcript	177979	179778	.	+	.	ID=YIL099W_tx0	316	186	505	387	3414	3268
chrIX	yeastutrgff	primary_transcript	175182	177275	.	-	.	ID=YIL101C_tx0	1366	891	3585	2095	6225	5999
chrIX	SGD	primary_transcript	171701	173101	.	+	.	ypd=20;ID=YIL103W_id061	2694	1818	1323	875	203	166
chrIX	SGD	primary_transcript	169884	171519	.	-	.	ypd=6;ID=YIL104C_id020	1813	1234	655	520	216	220
chrIX	SGD	primary_transcript	167543	169744	.	-	.	ypd=3;ID=YIL105C_id009	4120	2593	9498	6850	6771	6391
chrIX	SGD	primary_transcript	166371	167520	.	+	.	ypd=6;ID=YIL106W_id038	2466	1482	1840	1117	671	762
chrIX	SGD	primary_transcript	163269	165937	.	-	.	ypd=3;ID=YIL107C_id011	2625	1621	6274	4103	4694	4986
chrIX	SGD	primary_transcript	160859	163060	.	+	.	ypd=4;ID=YIL108W_id011	3084	1927	3328	2195	3053	2692
chrIX	SGD	primary_transcript	157270	160252	.	-	.	ypd=11;ID=YIL109C_id014	15990	10124	11416	7165	9038	8561
chrIX	SGD	primary_transcript	156014	157302	.	+	.	ypd=26;ID=YIL110W_id081	3091	2040	1504	1027	667	579
chrIX	SGD	primary_transcript	155199	155799	.	+	.	ypd=10;ID=YIL111W_id057	2974	2020	3985	2799	5530	4794
chrIX	SGD	primary_transcript	151554	154976	.	+	.	ypd=2;ID=YIL112W_id003	5503	3573	4999	3369	3684	3110
chrIX	SGD	primary_transcript	150522	151294	.	+	.	ypd=2;ID=YIL113W_id004	303	200	956	670	1869	1568
chrIX	SGD	primary_transcript	149094	150017	.	-	.	ypd=8;ID=YIL114C_id066	1452	988	1223	859	1174	984
chrIX	SGD	primary_transcript	144270	148793	.	-	.	ypd=2;ID=YIL115C_id002	10266	6532	6220	4142	2827	3106
chrIX	SGD	primary_transcript	142894	144109	.	+	.	ypd=2;ID=YIL116W_id002	10405	6773	6317	4422	3432	3019
chrIX	SGD	primary_transcript	140493	141676	.	-	.	ypd=2;ID=YIL117C_id008	2274	1524	2219	1533	3006	3059
chrIX	SGD	primary_transcript	139638	140602	.	+	.	ypd=20;ID=YIL118W_id038	4892	3142	3223	2070	1566	1571
chrIX	SGD	primary_transcript	136347	138065	.	-	.	ypd=4;ID=YIL119C_id005	2609	1830	2094	1523	1158	944
chrIX	yeastutrgff	primary_transcript	134392	136233	.	+	.	ID=YIL120W_tx0	618	389	524	377	453	370
chrIX	SGD	primary_transcript	132240	134042	.	+	.	ypd=9;ID=YIL121W_id035	8997	5815	7133	4680	721	733
chrIX	SGD	primary_transcript	130323	131821	.	+	.	ypd=2;ID=YIL122W_id005	553	360	1045	659	405	400
chrIX	SGD	primary_transcript	127440	129912	.	+	.	ypd=31;ID=YIL123W_id021	18086	11468	5548	3589	2149	2207
chrIX	SGD	primary_transcript	126173	127197	.	+	.	ypd=144;ID=YIL124W_id310	5644	3889	5522	3842	7608	7626
chrIX	yeastutrgff	primary_transcript	122664	125858	.	+	.	ID=YIL125W_tx0	7733	5061	9533	6312	8629	8178
chrIX	SGD	primary_transcript	117922	122208	.	+	.	ypd=1;ID=YIL126W_id001	11081	7315	8022	5495	3743	3844
chrIX	yeastutrgff	primary_transcript	113781	117029	.	+	.	ID=YIL128W_tx0	4177	2813	2233	1598	1723	1659
chrIX	yeastutrgff	primary_transcript	105982	113262	.	-	.	ID=YIL129C_tx0	7171	4621	5778	4049	4609	4978
chrIX	yeastutrgff	primary_transcript	102757	105801	.	+	.	ID=YIL130W_tx0	6143	4113	2610	1692	1866	1810
chrIX	SGD	primary_transcript	100631	102320	.	-	.	ypd=5;ID=YIL131C_id011	3987	2638	1648	1092	435	466
chrIX	SGD	primary_transcript	99467	100711	.	-	.	ypd=1;ID=YIL132C_id001	764	534	588	412	660	402
chrIX	SGD	primary_transcript	98440	99434	.	-	.	ypd=198;ID=YIL133C_id845	47976	30434	16942	10877	2882	2289
chrIX	SGD	primary_transcript	97111	98397	.	+	.	ypd=7;ID=YIL134W_id007	981	631	499	385	385	335
chrIX	SGD	primary_transcript	94910	96433	.	-	.	ypd=6;ID=YIL135C_id015	3031	1958	2657	1685	2652	2461
chrIX	SGD	primary_transcript	93611	94896	.	+	.	ypd=4;ID=YIL136W_id114	3327	2303	13161	8982	34155	29770
chrIX	SGD	primary_transcript	89866	92830	.	-	.	ypd=5;ID=YIL137C_id009	6220	3893	5203	3323	3215	3267
chrIX	SGD	primary_transcript	88879	89725	.	-	.	ypd=113;ID=YIL138C_id167	10081	6706	5363	3708	7774	6758
chrIX	SGD	primary_transcript	87857	88734	.	-	.	ypd=13;ID=YIL139C_id019	1244	849	996	693	681	580
chrIX	SGD	primary_transcript	85263	87967	.	+	.	ypd=3;ID=YIL140W_id004	5625	3915	1934	1422	1153	1086
chrIX	SGD	primary_transcript	83265	84937	.	+	.	ypd=31;ID=YIL142W_id034	15293	9784	6865	4677	5262	5600
chrIX	yeastutrgff	primary_transcript	80385	83066	.	-	.	ID=YIL143C_tx0	4976	3129	4935	3273	4205	4130
chrIX	yeastutrgff	primary_transcript	78049	80274	.	+	.	ID=YIL144W_tx0	3506	2334	3720	2466	3116	2657
chrIX	SGD	primary_transcript	76028	77342	.	-	.	ypd=14;ID=YIL145C_id054	3606	2389	1768	1176	891	824
chrIX	SGD	primary_transcript	73969	76126	.	-	.	ypd=3;ID=YIL146C_id003	1704	1124	1844	1173	1172	1094
chrIX	yeastutrgff	primary_transcript	69666	73478	.	-	.	ID=YIL147C_tx0	6038	4013	3829	2604	1639	1671
chrIX	SGD	primary_transcript	68682	69593	.	+	.	ypd=983;ID=YIL148W_id286	62169	41533	28015	19194	6317	5292
chrIX	yeastutrgff	primary_transcript	62903	68092	.	-	.	ID=YIL149C_tx0	11052	6987	6462	4266	3738	4109
chrIX	yeastutrgff	primary_transcript	60888	62753	.	-	.	ID=YIL150C_tx0	888	566	503	272	196	232
chrIX	SGD	primary_transcript	55177	56427	.	+	.	ypd=4;ID=YIL153W_id010	2149	1318	2032	1250	2350	2267
chrIX	SGD	primary_transcript	53910	55046	.	-	.	ypd=17;ID=YIL154C_id060	2587	1716	3465	2443	2827	2550
chrIX	SGD	primary_transcript	51419	53761	.	-	.	ypd=1;ID=YIL155C_id011	4719	2877	11372	6969	13855	14110
chrIX	yeastutrgff	primary_transcript	48066	51431	.	+	.	ID=YIL156W_tx0	2709	1746	2347	1486	1646	1681
chrIX	SGD	primary_transcript	46741	47546	.	-	.	ypd=19;ID=YIL157C_id091	2520	1678	2574	1682	2672	2658
chrIX	SGD	primary_transcript	46190	46900	.	+	.	ypd=15;ID=YIL158W_id044	2260	1477	951	663	287	233
chrIX	yeastutrgff	primary_transcript	41800	46077	.	+	.	ID=YIL159W_tx0	2679	1699	1599	951	622	574
chrIX	yeastutrgff	primary_transcript	40066	41469	.	-	.	ID=YIL160C_tx0	62	36	1940	1342	396	588
chrIX	SGD	primary_transcript	37346	39203	.	+	.	ypd=3;ID=YIL162W_id007	3023	1776	15477	10855	1243	1224
chrIX	yeastutrgff	primary_transcript	33962	34711	.	-	.	ID=YIL164C_tx0	831	572	1714	1182	615	504
chrIX	yeastutrgff	primary_transcript	16659	18578	.	-	.	ID=YIL172C_tx0	161	102	590	372	120	87
chrIX	yeastutrgff	primary_transcript	11467	16266	.	+	.	ID=YIL173W_tx0	2438	1649	2620	1799	1103	1182
chrIX	SGD	primary_transcript	355812	356947	.	-	.	ypd=3;ID=YIR001C_id010	2815	1826	1663	1144	1336	1235
chrIX	yeastutrgff	primary_transcript	357290	360421	.	-	.	ID=YIR002C_tx0	4462	2990	2810	2039	4870	4395
chrIX	SGD	primary_transcript	360876	362994	.	+	.	ypd=7;ID=YIR003W_id026	3752	2358	3734	2240	3588	3438
chrIX	SGD	primary_transcript	363168	364635	.	+	.	ypd=9;ID=YIR004W_id009	4435	2968	2886	1940	1671	1653
chrIX	SGD	primary_transcript	364844	365411	.	+	.	ypd=7;ID=YIR005W_id016	458	349	602	406	309	305
chrIX	yeastutrgff	primary_transcript	365341	369933	.	-	.	ID=YIR006C_tx0	13015	8061	9970	5659	6986	7546
chrIX	SGD	primary_transcript	372993	374358	.	-	.	ypd=2;ID=YIR008C_id009	2451	1557	1799	1298	891	903
chrIX	SGD	primary_transcript	374447	375310	.	+	.	ypd=7;ID=YIR009W_id004	994	710	679	422	464	475
